Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,2,3,3,129,1,1001,"0,00%","333,3","126,0","30,18"
Total,3000,5,2,3,3,129,1,1001,"0,00%","333,3","126,0","30,18"
