Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,80,1,141,"0,00%","335,7","126,9","12,35"
Total,3000,2,1,2,2,80,1,141,"0,00%","335,7","126,9","12,35"
