Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,2,2,3,121,1,157,"0,00%","153,4","56,8","19,28"
Total,1000,5,2,2,3,121,1,157,"0,00%","153,4","56,8","19,28"
