Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,28,25,31,44,139,19,154,"0,00%","152,6","58,0","15,91"
Total,1000,28,25,31,44,139,19,154,"0,00%","152,6","58,0","15,91"
