Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,4,5,111,2,143,"0,00%","289,7","137,8","14,44"
Total,2000,5,3,4,5,111,2,143,"0,00%","289,7","137,8","14,44"
