Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,25,6,8,78,393,5,1009,"0,00%","295,1","140,6","106,62"
Total,2000,25,6,8,78,393,5,1009,"0,00%","295,1","140,6","106,62"
