Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,33,25,63,86,157,15,168,"0,00%","151,8","57,7","23,71"
Total,1000,33,25,63,86,157,15,168,"0,00%","151,8","57,7","23,71"
