Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,4,5,8,82,2,108,"0,00%","154,5","58,7","10,69"
Total,1000,5,4,5,8,82,2,108,"0,00%","154,5","58,7","10,69"
