Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,2,2,3,49,1,136,"0,00%","403,4","149,3","9,89"
Total,3000,2,2,2,3,49,1,136,"0,00%","403,4","149,3","9,89"
