Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,6,68,1,111,"0,00%","402,1","148,8","10,34"
Total,3000,3,2,3,6,68,1,111,"0,00%","402,1","148,8","10,34"
