Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,2,3,4,141,1,147,"0,00%","154,1","57,0","19,67"
Total,1000,5,2,3,4,141,1,147,"0,00%","154,1","57,0","19,67"
