Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,15,12,16,25,133,9,176,"0,00%","289,3","118,6","17,47"
Total,2000,15,12,16,25,133,9,176,"0,00%","289,3","118,6","17,47"
