Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,48,4,6,447,889,3,927,"0,00%","96,8","45,8","164,74"
Total,1000,48,4,6,447,889,3,927,"0,00%","96,8","45,8","164,74"
