Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,69,1,138,"0,00%","186,0","70,3","11,46"
Total,2000,2,1,2,2,69,1,138,"0,00%","186,0","70,3","11,46"
