Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,2,3,102,1,168,"0,00%","267,3","98,9","15,14"
Total,3000,3,2,2,3,102,1,168,"0,00%","267,3","98,9","15,14"
