Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,51,0,136,"0,00%","272,2","100,7","10,81"
Total,3000,2,1,2,2,51,0,136,"0,00%","272,2","100,7","10,81"
