Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,2,2,2,59,1,91,"0,00%","96,1","35,6","8,72"
Total,1000,2,2,2,2,59,1,91,"0,00%","96,1","35,6","8,72"
