Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,1,1,1,2,31,0,103,"0,00%","182,8","43,6","8,72"
Total,2000,1,1,1,2,31,0,103,"0,00%","182,8","43,6","8,72"
