Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,1,1,1,2,44,0,115,"0,00%","269,4","64,2","8,27"
Total,3000,1,1,1,2,44,0,115,"0,00%","269,4","64,2","8,27"
