Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,101,0,155,"0,00%","335,6","124,2","14,27"
Total,3000,3,1,2,2,101,0,155,"0,00%","335,6","124,2","14,27"
