timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549605931478,21831,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605931478,3132,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605932479,21894,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605932479,8723,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605933479,21959,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605933479,9275,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605934479,21991,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605934479,9170,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605935479,21999,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605935480,9378,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605936480,22020,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605936480,10414,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605937480,22060,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605937480,10224,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549605938480,22107,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549605938480,9762,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
