Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,2,3,109,1,131,"0,00%","228,7","84,7","14,00"
Total,2000,3,2,2,3,109,1,131,"0,00%","228,7","84,7","14,00"
