Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,2,3,3,109,1,124,"0,00%","297,2","112,3","14,54"
Total,2000,4,2,3,3,109,1,124,"0,00%","297,2","112,3","14,54"
