Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,2,3,4,178,2,188,"0,00%","154,3","58,3","26,21"
Total,1000,6,2,3,4,178,2,188,"0,00%","154,3","58,3","26,21"
