Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,2,3,3,12,2,80,"0,00%","119,7","49,0","5,99"
Total,1000,2,2,3,3,12,2,80,"0,00%","119,7","49,0","5,99"
