Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,1,2,68,0,92,"0,00%","120,2","49,2","9,11"
Total,1000,2,1,1,2,68,0,92,"0,00%","120,2","49,2","9,11"
