Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,1,2,2,105,1,123,"0,00%","96,1","39,3","13,14"
Total,1000,3,1,2,2,105,1,123,"0,00%","96,1","39,3","13,14"
