Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,1,2,88,0,133,"0,00%","187,4","76,7","13,65"
Total,2000,2,1,1,2,88,0,133,"0,00%","187,4","76,7","13,65"
