Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,5,96,1,174,"0,00%","320,8","80,8","14,03"
Total,3000,4,3,4,5,96,1,174,"0,00%","320,8","80,8","14,03"
