Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,1,1,1,1,11,0,123,"0,00%","273,7","112,0","9,30"
Total,3000,1,1,1,1,11,0,123,"0,00%","273,7","112,0","9,30"
