Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,3,44,1,141,"0,00%","330,6","122,4","10,04"
Total,3000,2,1,2,3,44,1,141,"0,00%","330,6","122,4","10,04"
