Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,66,1,121,"0,00%","230,1","85,2","10,63"
Total,2000,2,1,2,2,66,1,121,"0,00%","230,1","85,2","10,63"
