Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,1,1,2,2,4,0,81,"0,00%","332,1","122,9","4,72"
Total,3000,1,1,2,2,4,0,81,"0,00%","332,1","122,9","4,72"
