Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,3,4,68,2,86,"0,00%","119,0","56,6","8,63"
Total,1000,4,3,3,4,68,2,86,"0,00%","119,0","56,6","8,63"
