timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549607472922,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607472922,1750,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607473922,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607473922,5381,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607474922,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607474923,5764,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607475923,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607475923,6000,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607476923,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607476923,6367,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607477923,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607477923,5889,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549607478924,30034,3.16.169.46 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549607478924,6117,3.16.169.46 CPU,,,,,true,,0,0,0,0,null,0,0,0
