Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,34,3,4,122,1002,2,1004,"0,00%","337,0","160,2","157,87"
Total,3000,34,3,4,122,1002,2,1004,"0,00%","337,0","160,2","157,87"
