Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,6,6,6,70,5,124,"0,00%","187,3","89,3","10,10"
Total,2000,6,6,6,6,70,5,124,"0,00%","187,3","89,3","10,10"
