Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,27,24,28,40,151,17,178,"0,00%","152,0","57,7","19,97"
Total,1000,27,24,28,40,151,17,178,"0,00%","152,0","57,7","19,97"
