Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,15,11,17,33,116,7,122,"0,00%","153,5","58,3","15,51"
Total,1000,15,11,17,33,116,7,122,"0,00%","153,5","58,3","15,51"
