Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,5,50,3,147,"0,00%","271,7","105,3","10,41"
Total,3000,4,3,4,5,50,3,147,"0,00%","271,7","105,3","10,41"
