Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,3,73,1,124,"0,00%","334,7","149,1","10,80"
Total,3000,3,2,3,3,73,1,124,"0,00%","334,7","149,1","10,80"
