Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,4,4,5,47,3,104,"0,00%","231,7","103,4","8,58"
Total,2000,4,4,4,5,47,3,104,"0,00%","231,7","103,4","8,58"
