Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,107,0,145,"0,00%","333,7","148,6","13,64"
Total,3000,2,1,2,2,107,0,145,"0,00%","333,7","148,6","13,64"
