Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,5,6,7,44,4,123,"0,00%","273,9","140,4","8,79"
Total,3000,5,5,6,7,44,4,123,"0,00%","273,9","140,4","8,79"
