Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,2,3,3,21,1,87,"0,00%","96,2","49,2","6,88"
Total,1000,2,2,3,3,21,1,87,"0,00%","96,2","49,2","6,88"
