Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,59,2,150,560,813,1,833,"0,00%","154,1","51,0","178,69"
Total,1000,59,2,150,560,813,1,833,"0,00%","154,1","51,0","178,69"
