Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,5,5,42,1,124,"0,00%","182,1","45,9","9,70"
Total,2000,4,3,5,5,42,1,124,"0,00%","182,1","45,9","9,70"
