Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,1,2,103,0,145,"0,00%","220,4","52,5","14,16"
Total,2000,2,1,1,2,103,0,145,"0,00%","220,4","52,5","14,16"
