timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549612634911,30475,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612634911,1414,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612635911,30475,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612635911,5296,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612636912,30475,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612636912,6351,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612637912,30475,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612637912,7259,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612638912,30475,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612638912,6900,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612639912,30474,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612639912,6883,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612640913,30474,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612640913,6549,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612641913,30474,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612641913,6883,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612642913,30473,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612642913,6532,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612643914,30473,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612643914,6415,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549612644914,30473,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549612644914,7481,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
