Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,4,4,4,32,3,106,"0,00%","186,9","83,4","7,88"
Total,2000,4,4,4,4,32,3,106,"0,00%","186,9","83,4","7,88"
