Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,4,44,2,90,"0,00%","96,4","49,4","7,53"
Total,1000,4,3,4,4,44,2,90,"0,00%","96,4","49,4","7,53"
