Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,12191,12251,19997,20428,20958,445,22026,"0,00%","94,9","39,0","5834,78"
Total,3000,12191,12251,19997,20428,20958,445,22026,"0,00%","94,9","39,0","5834,78"
