Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6907,7099,10846,11420,12855,366,13887,"0,00%","96,6","39,7","3168,37"
Total,2000,6907,7099,10846,11420,12855,366,13887,"0,00%","96,6","39,7","3168,37"
