Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,81,33,143,439,831,26,1039,"0,00%","95,3","39,2","159,38"
Total,1000,81,33,143,439,831,26,1039,"0,00%","95,3","39,2","159,38"
