Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,4,4,4,101,3,149,"0,00%","187,3","83,6","13,23"
Total,2000,5,4,4,4,101,3,149,"0,00%","187,3","83,6","13,23"
