Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,4,4,5,157,3,203,"0,00%","272,6","121,6","20,81"
Total,3000,6,4,4,5,157,3,203,"0,00%","272,6","121,6","20,81"
