Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,4,5,5,87,2,104,"0,00%","116,6","29,4","10,73"
Total,1000,5,4,5,5,87,2,104,"0,00%","116,6","29,4","10,73"
