Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,5,5,69,1,121,"0,00%","222,1","56,0","10,69"
Total,2000,4,3,5,5,69,1,121,"0,00%","222,1","56,0","10,69"
