Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,27,25,31,40,114,17,183,"0,00%","185,4","70,4","15,12"
Total,2000,27,25,31,40,114,17,183,"0,00%","185,4","70,4","15,12"
