Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,2,2,4,134,1,144,"0,00%","150,8","49,9","20,66"
Total,1000,5,2,2,4,134,1,144,"0,00%","150,8","49,9","20,66"
