Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,3,4,4,112,2,175,"0,00%","403,6","133,7","15,27"
Total,3000,5,3,4,4,112,2,175,"0,00%","403,6","133,7","15,27"
