Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,2,3,88,1,107,"0,00%","154,5","79,0","11,57"
Total,1000,3,2,2,3,88,1,107,"0,00%","154,5","79,0","11,57"
