Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,188,42,407,911,1332,30,1397,"0,00%","151,9","62,3","291,87"
Total,1000,188,42,407,911,1332,30,1397,"0,00%","151,9","62,3","291,87"
