Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3208,3342,4857,5098,5570,194,6219,"0,00%","183,2","75,1","1321,83"
Total,2000,3208,3342,4857,5098,5570,194,6219,"0,00%","183,2","75,1","1321,83"
